sku,name,desc,rating,price,quantity,type,image
277916,2018 Cannondale Adventure 1,"Explore every last inch of your neighborhood and beyond with Cannondale's Adventure 1. With a responsive, nimble aluminum frame, you'll be primed to roll fast through bike lanes and shaded paths, while a plush suspension fork and seatpost keep things comfortable. You'll love the lightweight aluminum rims and Kenda tires for their durability and excellent performance. Finally, a trusty Shimano drivetrain and brakes provide top-of-the-line shifting and braking performance, while Cannondale's own handlebar, stem, and saddle ensure proper position and superb comfort.",5.0,759.9,10,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-adventure-1-277916-1.jpg
278019,2018 Cannondale Adventure Women's 1,"The world awaits you and your Adventure 1 step-through women's bike. With a lightweight, easy-entry aluminum frame, you'll have free reign of your favorite paths and trails. Cannondale added a bit of extra comfort with a suspension fork and seatpost, so you can keep on trekking off into the horizon.",0.0,759.9,10,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-adventure-1-278019-1.jpg
309311,2018 Cannondale Bad Boy 4,"Built to excel on tough city streets, the Bad Boy 4 rocks and rolls over cracks and pot holes with speed and comfort so you get to your destination safely. High-volume 650b Schwalbe Kojak Performance tires provide great control while cushioning small bumps, and the SmartForm premium alloy frame is lightweight with a responsive feel. Finishing off this utilitarian build is a wide-range 27-speed Shimano drivetrain, all-weather hydraulic disc brakes, and a comfortable Fabric Scoop saddle.",5.0,759.9,13,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-bad-boy-4-309311-1.jpg
277934,2017 Cannondale Cujo 2,"Whatever the trail has in store, the all-new Cujo rips it and asks for more. With huge 27+ tires and stable, confident geometry, it will raise your level and up your game on even the rockiest, nastiest terrain. You'll dig the Deore/SLX shifting and the smooth, powerful Tektro Auriga hydraulic disc brakes. Burly Cannondale Beast rims are primed to blast through obstacles, and a RockShox Recon 120mm suspension fork soften harsh trail elements. Add in a quality Cannondale alloy handlebar, stem, and seatpost, and you'll have a dialed-in position that's both comfortable and efficient.",0.0,799.9,18,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-cujo-2-277934-1.jpg
309364,2018 Cannondale Tango 2,"With refined geometry, confident handling and a host of new high-end features, the all-new Tango sets the standard for fast, capable mountain bike fun. The SmartForm C2 aluminum frame is lightweight, nimble, and designed specifically for a woman's body to ensure a great fit and a supremely confident ride. The SR Suntour suspension fork with remote lockout provides 100mm of trail-smoothing travel and the 2 x 9-speed Shimano/MicroShift drivetrain with Shimano Altus shifters provides plenty of gearing options to take on the hills. Powerful braking performance is covered by all-weather Shimano hydraulic disc brakes. Swift 27.5-inch rims and beefy WTB tires bring agile performance and stable traction that will give you the confidence to push your limits. Other top-quality components include Cannondale's saddle, stem, and seatpost, offering an excellent position that you'll be able to ride all day long.",0.0,799.9,15,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-tango-2-309364-1.jpg
309338,2018 Cannondale Trail 6,"With its progressive geometry, impressive construction and high-end features, the Cannondale Trail offers unreal performance and killer value. Built on a stiff, lightweight C2 alloy frame with 100mm of trail-absorbing suspension provided by the SR Suntour fork, the Trail 6 is ready for adventure. The 18-speed drivetrain, featuring a Shimano Acera Shadow rear derailleur and Altus shifters, provides smooth, fast gear changes, while the Shimano hydraulic disc brakes keep you in control no matter what the conditions. Trail-grabbing WTB tires and strong double-wall rims from Cannondale will have you flying fast and furiously, even when the trail does its best to slow you down. To optimize fit and handling, Cannondale uses 27.5-inch wheels on the X-Small and Small frames and 29-inch wheels on larger frame sizes. Dressed up with Cannondale's own high-quality aluminum components, the Trail 6 is ready for your next adventure.",4.0,799.9,14,29-Inch Wheel (29ers),http://thebicyclechain.com/images/library/large/cannondale-trail-6-309338-11.jpg
237897,2016 Cannondale Trail 5,"Tame your local trails with Cannondale's Trail 5. Trail, pavement, dirt, gravel—ride it all with the Trail 5's sturdy aluminum frame and 100mm of plush suspension from the lockout-able Suntour fork. Shimano Altus and Acera drivetrain components are exactly what you need to whip those hills into shape, so shift with confidence and pedal away! With Tektro Auriga disc brakes under your hands you've got control and all-weather stopping power to spare. Dressed up with Cannondale's own high-quality aluminum components, the Trail 5 is ready for your next adventure.",5.0,815.0,18,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-5-237897-12.jpg
277918,2017 Cannondale CAAD Optimo Claris,"Open the gateway to road cycling performance with the CAAD Optimo Claris. With characteristics that echo the mighty CAAD12, it's a perfect first road bike for the new enthusiast. Premium SmartForm alloy tubing is lighter and rides better than the alloy offerings of other competitors, and boasts a much better ride. Elite race geometry puts you in position to perform, and SAVE flex zones absorb shock for better control. Shimano's Claris drivetrain provides smooth shifts, and Claris caliper brakes ensure confident, powerful braking.",3.0,820.0,16,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-caad-optimo-claris-277918-1.jpg
295527,2017 Cannondale Trail 5 29,"Tame your local trails with Cannondale's Trail 5 29. Trail, pavement, dirt, gravel—ride it all with the Trail 5's sturdy aluminum frame and 100mm of plush suspension from the lockout-able Suntour fork. Shimano Altus/Alivio drivetrain components are exactly what you need to whip those hills into shape, so shift with confidence and pedal away! With Shimano hydraulic disc brakes under your hands you've got control and all-weather stopping power to spare. Dressed up with Cannondale's own high-quality aluminum components, the Trail 5 is ready for your next adventure.",0.0,820.0,13,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-5-29-295527-1.jpg
309351,2018 Cannondale Althea 2,"Althea is your ticket to enjoying the great outdoors! This smooth-riding bike combines the speed and efficiency of road cycling with a mountain bike's versatile character, creating a bike you'll love to ride no matter where you're headed. Road bike wheels paired to multi-surface tires roll fast on pavement and crushed gravel paths alike, and the 18-speed drivetrain and hydraulic disc brakes keep you moving with ample gearing and control. A Suntour suspension fork helps take the bite out of rough roads, too, so you can ride farther with more comfort.",0.0,869.9,19,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-althea-2-309351-1.png
278021,2018 Cannondale Quick 3 Disc Women's,"The world is your bike route with the Cannondale Quick 3 Disc Women's. With confident women's specific OutFront geometry, and SAVE Micro-Suspension you'll have a nimble yet comfortable ride, and plenty of reflective accents keep visibility high. Shimano Sora shifting provides precise gear changes, while Tektro hydraulic discs offer smooth, powerful braking. Lightweight aluminum rims and tough Schwalbe tires roll quickly and efficiently even over rougher surfaces, so you need never fear your commute.",0.0,870.0,16,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-disc-3-278021-1.jpg
277960,2018 Cannondale Quick CX 3,"Cyclists looking for one bike for any adventure—from fire roads and dirt trail exploration to urban commutes and joy rides—will love the Quick CX. With a better fit for multi-surface adventuring, as well as stable, precise steering and SAVE Micro-Suspension seat and chainstays, you're guaranteed a comfortable, sporty, confident ride. A Shimano Deore/Alivio drivetrain, Maddux rims, and Panaracer tires are keen on any type of terrain, and a capable SunTour fork helps to smooth out any rough patches you may encounter.",5.0,870.0,19,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-cx-3-277960-1.jpg
277963,2018 Cannondale Quick Disc 3,"Don't even think about riding on a sidewalk with the Quick Disc 3 from Cannondale. With a super light frame, reflective accents, and a smooth, stable ride, this bike will take you anywhere you want to go. OutFront steering geometry creates a responsive, confident ride, while SAVE Micro-Suspension seatstays and chainstays make for silky smooth riding. You'll love the Shimano Sora shifting and powerful Tektro hydraulic disc brakes, while Cannondale's saddle, seatpost, stem, and handlebar tie the bow on this commute-killer.",0.0,870.0,18,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-disc-3-277963-1.jpg
278030,2017 Cannondale Synapse Women's Claris,"When the road stretches beyond the horizon, the Women's Synapse is primed to carry you there and back again. Cannondale's aluminum roadster features an upright geometry that will give you stable, confident handling and a ride-all-day ride quality. The SmartForm C2 aluminum is both stiff and lightweight, but SAVE microsuspension technology and SAVE carbon fork keep comfort on tap. Shimano's Claris 8-speed drivetrain is reliable and offers a wide range so you can conquer any hill. Add in the quality Cannondale handlebar, stem, and seatpost, and you've got the perfect adventure companion.",0.0,870.0,14,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-al-claris-278030-1.jpg
277921,2017 Cannondale Touring 2,"Pack your bags and hit the open road on a touring bike extraordinaire—Cannondale's Touring 1. Its stable aluminum frame features true touring geometry for a wonderful ride and plenty of braze-ons for racks, fenders and bottle cages. Its tough Maddux DC3.0 wheels provide excellent durability, and the Shimano Sora drivetrain will give you quick, commanding shifting. Cannondale bars, seat, and stem make this a super comfortable stallion that's ready for the long haul.",5.0,899.9,12,Touring,http://thebicyclechain.com/images/library/large/cannondale-touring-2-277921-1.jpg
309331,2018 Cannondale CAAD Optimo Sora,"The CAAD Optimo is the perfect gateway bike for aspiring riders. Its race-bred performance and welcoming price will get you hooked on cycling in no time. Premium SmartForm alloy tubing is lighter and boasts a smooth ride. Elite race geometry puts you in position to perform, and SAVE flex zones absorb shock for better control. Shimano's Sora drivetrain provides smooth shifts, and Cannondale's own dual-pivot brakes ensure confident, powerful braking.",0.0,949.9,11,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-caad-optimo-sora-309331-1.jpg
309337,2018 Cannondale Trail 5,"Tame your local trails with Cannondale's Trail 5. Trail, pavement, dirt, gravel — ride it all with the Trail 5's light and stiff C2 aluminum frame and 100mm of plush suspension delivered by the RockShox front fork. The Shimano Deore drivetrain is exactly what you need to whip those hills into shape, so shift with confidence and pedal away! With Shimano hydraulic disc brakes on the job you've got control and all-weather stopping power to spare. Roll over tough terrain with ease on durable WTB rims and tires. To optimize fit and handling, Cannondale uses 27.5-inch wheels on the X-Small and Small frames and 29-inch wheels on larger frame sizes. Dressed up with Cannondale's own high-quality aluminum components, the Trail 5 is ready for your next adventure.",5.0,949.9,13,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-5-309337-1.jpg
295492,2017 Cannondale Trail 4 29,"Thank your lucky stars that the Trail 4 you're on is a sweet bike from Cannondale! The lightweight aluminum frame is undiscerning when it comes to surfaces, shredding path, pavement, and trail with abandon. The RockShox fork supplies 100mm of suspension to nullify the bumps, and create a smooth, comfortable ride. 29-inch aluminum Cannondale rims are smooth rolling no matter where your ride takes you, and rugged tires from WTB are durable enough to flow the dirt to your heart's content. The handlebars, stem, and saddle are of Cannondale's own making, so you can be sure that comfort and function will come second to none. If it's fast fun that you're looking for, look no further than the Trail 4.",0.0,960.0,18,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-4-29-295492-1.jpg
277999,2017 Cannondale Tango 1,"Fall for mountain biking with Cannondale's Tango 1. The Smartform aluminum frame rides like a dream—with nimble, fast handling and a RockShox XC30 fork to soak up bumps and trail obstacles. 27.5-inch aluminum rims roll fast while burly WTB tires provide traction when the pressure is on. Shimano's Deore/Alivio drivetrain and the smooth, powerful Tektro hydraulic brakes give you easy, reliable performance. Cannondale chose slightly narrower handlebars, short-reach brake levers, and their women's saddle to ensure a comfortable and dialed fit.",0.0,980.0,16,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-tango-1-277999-1.jpg
309286,2018 Cannondale Cujo 3,"Beginners and seasoned racers will love the lightweight, responsive trail-ready Cujo. With its huge 27.5+ tires, and dialed, stable geometry, the Cujo will make you more confident than ever on your favorite singletrack. The 120mm-travel Suntour fork shreds technical trail sections with ease, and you'll find better grip than ever with 2.8-inch WTB tires. Durable Cannondale alloy handlebar, stem, and seatpost close out this tough, trail-ready package.",4.0,999.9,15,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-cujo-3-309286-1.jpg
305255,2018 Cannondale Synapse Disc Sora,"On anything from fast group rides to daily commutes, the Synapse’s low weight, comfortable sportive position, and smooth ride will help you fall in love with cycling. An asymmetrical fork balances disc loads to deliver World Tour sprinter-level stiffness. Cannondale's SAVE frame technology tunes out harsh choppy road surfaces and tunes you in to what's happening at your tires, so you can concentrate on nailing the right line or beating the sun home. And with room for tires as big as 32mm, you can embrace the back roads, rough roads, highways and byways. A capable Shimano Sora drivetrain gives you the gear range to make short work of hills, disc brakes keep you in control, and lightweight aluminum wheels provide plenty of zip. Cannondale's own handlebar, stem, and saddle make finding your ideal position easier than ever, and they're lightweight, to boot.",0.0,999.9,14,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-disc-sora-305255-1.png
305254,2018 Cannondale Synapse Disc Women's Sora,"On anything from fast group rides to daily commutes, the Synapse’s low weight, comfortable sportive position, and smooth ride will help you fall in love with cycling. An asymmetrical fork balances disc loads to deliver World Tour sprinter-level stiffness. Cannondale's SAVE frame technology tunes out harsh choppy road surfaces and tunes you in to what's happening at your tires, so you can concentrate on nailing the right line or beating the sun home. And with room for tires as big as 32mm, you can embrace the back roads, rough roads, highways and byways. A capable Shimano Sora drivetrain gives you the gear range to make short work of hills, disc brakes keep you in control, and lightweight aluminum wheels provide plenty of zip. Cannondale's own handlebar, stem, and women’s saddle make finding your ideal position easier than ever, and they're lightweight, to boot.",0.0,999.9,18,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-disc-womens-sora-305254-11.png
237618,2017 Cannondale Touring 1,"Pack your bags and hit the open road on a touring bike extraordinaire—Cannondale's Touring 1. Its stable aluminum frame features true touring geometry for a wonderful ride and plenty of braze-ons for racks, fenders and bottle cages. Its tough Maddux DC3.0 wheels provide excellent durability, and the Shimano Tiagra drivetrain will give you quick, commanding shifting. Cannondale bars, seat, and stem make this a super comfortable stallion that's ready for the long haul.",5.0,999.9,16,Touring,http://thebicyclechain.com/images/library/large/cannondale-touring-1-copy-237618-1.jpg
278033,2017 Cannondale Synapse Women's Sora,"On anything from fast group rides to daily commutes, the Synapse's low weight, comfortable sportive position, and smooth ride will help you fall in love with cycling. This aluminum frame features a comfortable upright geometry, so you'll be able to ride longer in greater comfort. The carbon fork reduces weight and dulls harsh road buzz. Shimano's Sora drivetrain shifts smoothly and dependably, and the brakes have plenty of stopping power. You'll love the lightweight aluminum rims, narrower, shallow drop handlebar, and women's saddle from Cannondale themselves.",0.0,1030.0,19,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-al-sora-278033-1.jpg
309332,2018 Cannondale CAAD Optimo Tiagra,"The CAAD Optimo is the perfect gateway bike for aspiring riders. Its race-bred performance and welcoming price will get you hooked on cycling in no time. Premium SmartForm alloy tubing is lighter and provides a smooth ride. Elite race geometry puts you in position to perform, and SAVE flex zones absorb shock for better control. Shimano's Tiagra drivetrain provides smooth shifts, and Cannondale's own caliper brakes ensure confident, powerful braking.",0.0,1079.0,19,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-caad-optimo-tiagra-309332-1.png
295525,2017 Cannondale Trail 3 29,"If ""fast"" and ""fun"" were baskets, you wouldn't want to put all of your eggs into just one, right? Cannondale's Trail 3 29 understands you've got to be a jack-of-all-bikes. Is it fast? Yes. Is it fun? Oh boy, it is indeed. 20-speeds courtesy of the Shimano Deore drivetrain carry you uphill and down with crisp shifts and a wide range of gears. Aluminum 29-inch Cannondale rims roll fast with minimal weight, and WTB NineLine tires supply all the traction and durability you could ever ask for. Braking, you ask? Why yes, the Shimano hydraulic discs do have superb stopping power and modulation! Cannondale supplies the bar and stem for a tight-handling front end and a comfortable riding position.",0.0,1080.0,17,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-3-29-295525-1.jpg
309348,2018 Cannondale Althea 1,"Althea is your ticket to enjoying the great outdoors! This smooth-riding bike combines the speed and efficiency of road cycling with a mountain bike's versatile character, creating a bike you'll love to ride no matter where you're headed. Smart-size road bike wheels paired to multi-surface tires roll fast on pavement and crushed gravel paths alike, and the 11-speed drivetrain and hydraulic disc brakes keep you moving with ample gearing and control. A Suntour suspension fork helps take the bite out of rough roads, too, so you can ride farther with more comfort.",0.0,1099.0,11,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-althea-1-309348-1.jpg
277922,2017 Cannondale CAAD Optimo Disc 105,"The CAAD12's progeny, Cannondale's CAAD Optimo is the perfect gateway bike. With features and geometry derived directly from the mighty CAAD12, its race-bred performance and welcoming price will get you hooked on cycling in no time. You'll shift without a second thought thanks to the Shimano 105 drivetrain, and stop on a dime with TRP mechanical disc brakes. Cannondale supplies the cockpit, seatpost, and saddle, so you know your position will be dialed-in and comfortable. Get ready to fall in love with cycling in a whole new way, thanks to the CAAD Optimo Disc 105!",0.0,1099.0,18,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-caad-optimo-disc-105-277922-1.jpg
309302,2018 Cannondale Quick 2 Disc,"Who says you can't have the best of both worlds? Cannondale's Quick 2 Disc is racing-bike light while maintaining its renowned comfort and ease of use. This versatile roadster is perfect for all your riding fun, from joining group rides and getting in better shape to tackling charity centuries and everyday commuting. Its C2 aluminum frame is quick and efficient while its carbon fork naturally soaks up road vibrations for a velvety-smooth and lively ride. The 11-speed SRAM Apex drivetrain, FSA crank, and lightweight Maddux wheels float up hills, while powerful Shimano hydraulic disc brakes keep your speed under control. The ergonomic grips, Cannondale saddle, and upright geometry all ensure you'll want to keep riding, mile after mile.",0.0,1099.0,19,Cannondale,http://thebicyclechain.com/images/library/large/cannondale-quick-2-disc-309302-1.jpg
309352,2018 Cannondale Quick 2 Disc Women's,"Who says you can't have the best of both worlds? Cannondale's Quick 2 is racing-bike light while maintaining its renowned comfort and ease of use. This versatile roadster is perfect for all your riding fun, from joining group rides and getting in better shape to tackling charity centuries and everyday commuting. Its C2 aluminum frame is quick and efficient, while the carbon fork naturally soaks up road vibrations for a velvety-smooth and lively ride. The 11-speed SRAM Apex drivetrain, FSA cranks, and lightweight Maddux wheels float up hills, and powerful Shimano hydraulic disc brakes keep your speed under control. The ergonomic grips, Cannondale saddle, and upright geometry all ensure you'll want to keep riding, mile after mile.",0.0,1099.0,13,Cannondale,http://thebicyclechain.com/images/library/large/cannondale-quick-2-disc-womens-309352-1.jpg
237498,2017 Cannondale Quick Carbon 2,"Who says you can't have the best of both worlds? Cannondale's Quick Carbon 2 is racing-bike light while maintaining its renowned comfort and ease of use. This versatile roadster is perfect for all your riding fun, from joining group rides and getting in better shape to tackling charity centuries and everyday commuting. Its full carbon frame and fork naturally soak up road vibrations for a velvety-smooth and lively ride. The 9-speed Sora drivetrain, FSA cranks, and lightweight Maddux wheels float up hills, and powerful Shimano hydraulic disc brakes help you keep your speed under control. The ergonomic grips, Cannondale saddle, and upright geometry all ensure you'll want to keep riding, mile after mile.",5.0,1099.0,15,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-carbon-1-copy-237498-1.jpg
278029,2017 Cannondale Synapse Women's 105,"New riders, fitness enthusiasts, motivated weekend adventurers, and aspiring Gran Fondo riders will all find a home aboard Cannondale's Synapse 105. This lightweight, aluminum women's bike features Cannondale's Endurance Geometry for stable, confident handling and a more upright riding position for all-day comfort. The SAVE carbon fork further reduces weight and decreasing road buzz. A capable Shimano 105 drivetrain gives you the range to conquer mountains, the Tektro brakes keep you in control, and lightweight aluminum wheels provide plenty of zip. Cannondale's own women's specific handlebar, stem, and saddle make finding your ideal position easier than ever, and they're stiff and lightweight, to boot.",0.0,1099.0,15,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-al-105-278029-1.jpg
309336,2018 Cannondale Trail 4,"With its progressive geometry, impressive construction and high-end features, the Cannondale Trail offers unreal performance and killer value. Trail, pavement, dirt, gravel — ride it all on the Trail 4's light and stiff C2 aluminum frame with 100mm of plush suspension delivered by the RockShox fork. The Shimano SLX 11-speed drivetrain is exactly what you need to whip those hills into shape, so shift with confidence and pedal away! With Shimano hydraulic disc brakes on the job, you've got control and all-weather stopping power to spare. Roll over tough terrain with ease on durable WTB rims and tires. To optimize fit and handling, Cannondale uses 27.5-inch wheels on the X-Small and Small frames and 29-inch wheels on larger frame sizes. Dressed up with Cannondale's own high-quality aluminum components, the Trail 4 is ready for your next adventure.",0.0,1099.0,11,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-trail-4-309336-11.jpg
277959,2018 Cannondale Quick CX 2,"If you're looking for one bike that can handle any adventure—from fire roads and dirt trail exploration to urban commutes and joy rides—you'll love the Quick CX 2. With a better fit for multi-surface adventuring, as well as stable, precise steering and SAVE Micro-Suspension seat and chainstays, you're guaranteed a comfortable, sporty, confident ride. The Suntour suspension fork turns rough roads and curbs into smooth sailing. Maddux rims with reliable Panaracer tires will keep you rolling through city streets and gravel roads with ease. A SRAM 1x11-speed drivetrain means simple, easy shifting with a gear range that can spin up any hill.",4.0,1100.0,12,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-cx-2-277959-1.jpg
309285,2018 Cannondale Cujo 2,"Whatever the trail has in store, the Cujo 2 rips it and asks for more. With huge 27+ tires and stable, confident geometry, it will up your game on even the rockiest, nastiest terrain. You'll dig the SLX shifting and the smooth, powerful Tektro Auriga hydraulic disc brakes. Burly WTB STX i35 rims are primed to blast through obstacles, and a RockShox Judy 120mm suspension fork soften harsh trail elements. Add in a quality Cannondale alloy handlebar, stem, and seatpost, and you'll have a dialed-in position that's both comfortable and efficient.",0.0,1199.0,10,Front-Suspension,http://thebicyclechain.com/images/library/large/cannondale-cujo-2-309285-1.jpg
277936,2017 Cannondale Fat CAAD 3,"If you're seeking a fat bike that feels a bit more ""fit,"" Cannondale's Fat CAAD 3 is in perfect shape to help you have an awesome time. Cannondale’s System Integrated technology and aluminum wizardry makes FAT CAAD so agile and quick, you’ll want to ride it year-round. The Shimano Deore drivetrain shifts like a dream, and Tektro Novela mechanical disc brakes offer superb stopping power. Cannondale's high quality handlebar, stem, and seatpost are just what you need to dial your position in to the nearest millimeter, and a Cannondale Stage 2 saddle offers enough support for full days of riding.",0.0,1199.0,14,Unsuspended,http://thebicyclechain.com/images/library/large/cannondale-fat-caad-3-277936-1.jpg
309358,2018 Cannondale Scarlet 2,"Confident handling, and grippy, floaty 27+ tires, the Scarlet is here to maximize your fun on any trail, any where. The modern geometry and low weight let you tear down your favorite singletrack. The 2.8-inch wide WTB tires offer loads of traction, turning: “That looks pretty sketchy,” into: “Yep, I just did that.” And, while those wide tires give you some low-tech suspension, the RockShox Judy fork gives you a full 120mm of travel, making the bike even more capable. Durable 27.5-inch WTB rims keep those tires rolling straight and are tubeless-ready for more traction and fewer flats. Shimano serves up a wide-range 11-speed SLX drivetrain that flies up hills and loves to rip back down, too. A pair of Shimano hydraulic brakes ensure you’re ready for anything with fingertip control and all-mountain power. And, Cannondale’s women’s-specific grips and Ergo Women’s saddle make sure you’re comfortable all ride long.",0.0,1199.0,10,Full-Suspension,http://thebicyclechain.com/images/library/large/cannondale-scarlet-2-309358-1.jpg
277992,2017 Cannondale Synapse Disc Tiagra,"Those who log the most miles know that a comfortable position is also a fast position, and Cannondale's Synapse Disc is definitely comfortable. The aluminum frame features Cannondale's Endurance Geometry for stable, confident handling and a more upright riding position for all-day comfort. The SAVE Disc carbon fork decreases weight and road buzz, so you stay fresh longer. Quick and sturdy aluminum wheels with reliable Schwalbe tires roll confidently all day long. This bike features Shimano's workhorse 10-speed Tiagra drivetrain, and powerful Promax disc brakes to ensure ride performs up and down any hill and in all conditions. Tough Cannondale components ensure low overall weight and an all-around great ride.",0.0,1250.0,16,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-al-disc-tiagra-277992-1.jpg
278032,2017 Cannondale Synapse Women's Disc Tiagra,"Roam wherever your heart desires with Cannondale's Synapse Tiagra. A stiff, lightweight, women's-specific SmartFormed aluminum frame and comfortable, upright geometry make the Synapse a bike that can be ridden mile after mile. You'll love the Tiagra drivetrain and Promax disc brakes for their efficient performance, and the RD 3.0 aluminum rims for their low weight and fast acceleration. Cannondale's own handlebar, stem, and seatpost are lightweight and stiff, and a Cannondale Women's Road Ergo saddle provides plenty of support.",0.0,1250.0,15,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-al-disc-tiagra-278032-1.jpg
309279,2018 Cannondale CAADX Tiagra,"Serious do-it-all versatility meets serious ‘cross racing capability. With a lightweight, smooth-riding frame and the same traction, fit and handling as the new SuperX, CAADX is the ultimate “race on Sunday, commute on Monday” all-around adventure machine. With the unflappable Shimano Tiagra drivetrain, and powerful Promax mechanical disc brakes at your disposal, you'll be primed to conquer course or commute with equal ease. Tough CX 3.0 rims, Schwalbe tires, and Cannondale components are on hand to ensure the CAADX is battle-ready, whether you're in the weekend racing fray, or zipping to work on a weekday morning.",0.0,1299.0,16,Cyclocross Bikes,http://thebicyclechain.com/images/library/large/cannondale-caadx-tiagra-309279-1.jpg
277938,2017 Cannondale F-Si 3,"The F-Si 3 brings World Cup geometry to the rest of us. An XC weapon with a World Cup pedigree, the F-Si combines modern XC geometry with Cannondale's renowned SmartFormed alloy frame construction to deliver killer race performance at a more approachable price. The Cannondale geometry and 100mm-travel RockShox recon fork pair XC-ready agility with all-mountain stability to help you excel both uphill and down. With fast-rolling Cannondale rims and grippy Schwalbe tires, you'll find traction in tricky turns and conquer technical uphills with ease. Shimano's SLX/XT drivetrain provides precise, smooth shifting, and the powerful Shimano hydraulic discs stop on a dime.",0.0,1299.0,19,29-Inch Wheel (29ers),http://thebicyclechain.com/images/library/large/cannondale-f-si-al-3-277938-1.jpg
278020,2018 Cannondale Quick 1 Disc Women's,"The women's Quick Disc 1 is the lightest in-class commuter Cannondale has ever served up, and it's also one of the best. With highly visible reflective graphics and a smooth, stable ride, you can rely on the quick to take you wherever you want to go. SAVE Micro-Suspension chainstays and seatstays keep you comfortable and connected, while Cannondale's OutFront steering ensures a fun, confident ride. Shimano's drivetrain components and powerful disc brakes ensure keen performance in any condition, so nothing will stop you from riding.",0.0,1299.0,15,Multi-Speed,http://thebicyclechain.com/images/library/large/cannondale-quick-disc-1-278020-1.jpg
309306,2018 Cannondale Quick CX 1,"Quick CX is ready for multi-surface riding, high-performance commuting, or both! Its aluminum frame demonstrates Cannondale’s mastery of the material with vibration-damping design features and a tapered head tube for precision steering. The suspension fork offers just enough cush to iron out the rough stuff without sapping your energy, while double-wall Maddux wheels and 38mm Panaracer tires take on pavement, dirt, or crushed gravel, and do it all with speed and control. Shimano’s XT/SLX drivetrain gets you up to speed quickly, and handles hilly terrain like it’s nothing while a pair of Shimano hydraulic disc brakes bring you to a stop quickly and safely in all conditions. Cannondale keeps you comfortable the whole time with ergonomic saddle and grips on their own handlebars and seatpost, all designed to smooth out the ride while you stay in control.",4.0,1299.0,18,Cannondale,http://thebicyclechain.com/images/library/large/cannondale-quick-cx-1-309306-1.jpg
305248,2018 Cannondale Synapse Disc Tiagra,"On anything from fast group rides to daily commutes, the Synapse’s low weight, comfortable sportive position, and smooth ride will help you fall in love with cycling. An asymmetrical fork balances disc loads to deliver World Tour sprinter-level stiffness. Cannondale's SAVE frame technology tunes out harsh choppy road surfaces and tunes you in to what's happening at your tires, so you can concentrate on nailing the right line or beating the sun home. And with room for tires as big as 32mm, you can embrace the back roads, rough roads, highways and byways. A capable Shimano Tiagra drivetrain gives you the gear range to conquer mountains, disc brakes keep you in control, and lightweight aluminum wheels provide plenty of zip. Cannondale's own handlebar, stem, and saddle make finding your ideal position easier than ever, and they're lightweight, to boot.",0.0,1299.0,15,Sport/Performance,http://thebicyclechain.com/images/library/large/cannondale-synapse-disc-tiagra-305248-11.jpg
